extent,grain,cat,scope,pland,pd,lpi,ed,lsi,areamn,areaam,gyratemn,gyrateam,shapemn,shapeam,fracmn,fracam,ennmn,ennam,pladj,nlsi,np,te
Half,120,Half 120,C,26.7007,0.9842,6.9444,27.8132,14,27.1296,285.1628,176.807,873.3888,1.3422,3.0983,1.0444,1.1408,305.5875,267.9845,67.6752,0.3073,100,282600
Half,120,Half 120,C,30.3005,0.8858,13.9739,26.7621,12.6667,34.208,717.9606,181.5438,1661.7093,1.3229,3.9127,1.0394,1.1556,309.3404,251.9916,72.4509,0.2594,90,271920
Half,120,Half 120,C,53.5006,0.5019,44.2319,41.0998,14.8374,106.5882,3743.4923,214.5205,2976.9323,1.4756,10.4284,1.038,1.2552,278.8715,242.311,75.8278,0.2576,51,417600
Half,120,Half 120,C,29.7477,0.807,14.8951,29.0651,13.9239,36.8605,821.425,186.7823,1526.262,1.3627,5.064,1.0386,1.1846,315.9552,253.193,69.4855,0.2896,82,295320
Half,120,Half 120,C,22.4348,1.1712,4.4076,30.5414,16.65,19.1556,248.3359,142.7674,845.2874,1.3525,4.0557,1.0398,1.1751,305.3389,252.8114,57.928,0.4057,119,310320
Half,120,Half 120,C,11.8339,1.2499,1.4456,20.6916,15.5172,9.4677,48.979,119.6211,331.3583,1.2963,2.2365,1.0398,1.1178,324.4732,285.3621,46.1078,0.5223,127,210240
Half,120,Half 120,C,25.4535,1.0728,4.7052,28.4155,14.6824,23.727,198.0449,159.5378,664.5155,1.3117,3.0056,1.0379,1.1384,302.9234,255.4619,65.2561,0.3316,109,288720
Half,120,Half 120,C,22.2931,1.0531,5.3713,25.4512,13.7625,21.1693,191.5475,162.8464,719.1099,1.3176,2.6128,1.0408,1.126,312.746,263.708,65.0032,0.333,107,258600
Half,120,Half 120,C,54.2942,0.433,35.0624,34.0018,12.2742,125.3782,2466.3825,247.6802,2222.8021,1.4946,6.6474,1.0396,1.2125,285.7781,242.0038,80.1357,0.2153,44,345480
Half,120,Half 120,C,46.1451,0.4823,21.7404,34.5923,13.5043,95.6865,1286.7789,263.1356,1745.2152,1.6485,5.6059,1.0526,1.2009,309.9129,271.0444,76.1517,0.2248,49,351480
Half,120,Half 120,C,66.8509,0.2067,64.9802,35.9977,11.8116,323.4514,6418.9079,273.4341,3556.6768,1.6165,10.904,1.0343,1.2632,262.9824,241.3516,82.7221,0.3169,21,365760
Half,120,Half 120,C,25.1559,0.7677,8.631,27.5298,14.1412,32.7692,479.8121,174.208,1218.2247,1.42,4.488,1.0404,1.1871,354.8929,256.5279,66.1408,0.3224,78,279720
Half,120,Half 120,C,26.1054,0.935,6.6893,28.4392,14.6279,27.9208,282.0977,168.6665,796.9608,1.3613,3.5066,1.0402,1.1554,349.9998,271.8938,65.8523,0.3257,95,288960
Half,120,Half 120,C,17.1769,1.4074,3.458,25.0732,15.6571,12.2048,97.1857,130.0301,492.7047,1.2693,2.3255,1.0405,1.1083,338.2578,295.4435,54.7855,0.4359,143,254760
Half,120,Half 120,C,15.1644,0.994,7.2421,19.0736,12.5606,15.2554,371.5173,119.7619,801.1634,1.2188,3.5775,1.0314,1.1496,365.1161,285.2632,61.2617,0.3679,101,193800
Half,120,Half 120,C,77.4376,0.1476,76.2613,25.9472,8.2838,524.544,7632.0907,337.4159,3771.1378,1.5235,7.8179,1.0254,1.2257,243.7771,240.0207,88.7811,0.3365,15,263640
Half,120,Half 120,C,42.6162,0.7283,9.6514,35.0293,14.2545,58.5146,496.0089,251.9429,1171.4138,1.5237,3.6914,1.0521,1.1617,279.2294,255.2426,73.9275,0.247,74,355920
Half,120,Half 120,C,49.1922,0.6496,33.2341,35.3836,13.4492,75.7309,2384.3649,211.3609,2571.7678,1.4147,7.0471,1.039,1.2171,279.3455,244.3504,77.1392,0.2153,66,359520
Half,120,Half 120,C,46.9246,0.561,27.466,33.3404,13.0172,83.6463,1893.6905,230.1301,2536.9855,1.4647,6.5247,1.0415,1.2142,295.0647,244.877,77.1972,0.2143,57,338760
Half,120,Half 120,C,59.3112,0.3149,55.6122,35.4545,12.3846,188.325,5301.4039,234.3924,3531.8935,1.5146,10.5695,1.0354,1.2592,279.8017,241.1119,80.7646,0.2561,32,360240
Half,120,Half 120,C,11.2528,0.9842,3.2029,15.2707,11.8246,11.4336,126.9086,119.2551,495.4554,1.2022,2.2532,1.0321,1.108,410.7332,328.2194,57.5567,0.403,100,155160
Half,120,Half 120,C,5.3997,0.6988,0.6378,8.6569,9.625,7.7273,19.1357,106.6782,179.8412,1.1537,1.3305,1.0332,1.0538,561.7205,479.3245,49.4751,0.4778,71,87960
Half,120,Half 120,C,17.8288,1.0925,7.6105,23.9985,14.7606,16.32,356.4332,133.9112,801.0043,1.3407,3.6473,1.0439,1.1582,345.2823,290.1076,58.3466,0.3996,111,243840
Half,120,Half 120,C,50.326,0.2559,20.8475,37.0488,13.8833,196.6708,1263.4534,442.3229,1979.6227,2.0346,6.3052,1.0639,1.2154,260.6811,244.4956,76.5418,0.219,26,376440
Half,120,Half 120,C,54.195,0.3543,21.4853,37.8756,13.5565,152.96,1509.4363,305.2905,1948.1309,1.7319,6.2678,1.0475,1.2173,282.1012,243.514,78.0204,0.2392,36,384840
Half,120,Half 120,C,15.5187,1.0236,4.2942,20.2901,13.3582,15.1615,233.3576,121.7057,745.0823,1.2378,3.5339,1.0307,1.1557,351.6181,260.881,59.1324,0.39,104,206160
Half,120,Half 120,C,43.2681,0.6299,26.4172,37.0725,14.7568,68.6925,1713.958,221.9536,1904.6019,1.5461,7.0445,1.0523,1.2135,298.1309,247.47,73.1739,0.2547,64,376680
Half,120,Half 120,C,37.4008,0.807,14.3141,32.5137,14.0388,46.3434,746.5306,205.0818,1374.2699,1.4321,4.3036,1.0455,1.1766,276.3551,244.6022,72.6033,0.2595,82,330360
Half,120,Half 120,C,48.1434,0.6004,22.7041,30.7422,11.8889,80.1915,1288.549,232.3617,1866.4262,1.4059,4.7211,1.0374,1.1802,277.8142,242.5099,79.5261,0.1908,61,312360
Half,120,Half 120,C,58.1491,0.3248,56.6752,35.0647,12.1938,179.04,5613.1274,195.6735,3652.6201,1.4046,11.1658,1.0238,1.2677,271.9326,240.5529,80.8311,0.2429,33,356280
Half,120,Half 120,C,43.4382,0.5511,13.4921,31.4508,12.7117,78.8143,813.818,255.3859,1506.8991,1.5051,4.4267,1.0444,1.1811,300.4046,247.25,76.9821,0.216,56,319560
Half,120,Half 120,C,78.8549,0.0984,78.5147,23.656,7.52,801.216,7943.2196,452.4137,3803.5512,1.7189,7.3292,1.0392,1.2187,271.2135,240.0892,89.8634,0.3258,10,240360
Half,120,Half 120,C,92.3469,0.0492,92.2336,12.0583,4.1358,1876.608,9360.0181,833.0279,3878.2211,1.6778,4.0519,1.0518,1.1528,240,240,94.8588,0.4678,5,122520
Half,120,Half 120,C,43.0697,0.246,23.9654,34.1553,13.5135,175.0464,2111.3172,321.9168,2953.8212,1.7779,8.8719,1.0429,1.2568,320.7108,241.2357,75.3208,0.2328,25,347040
Half,120,Half 120,C,50.2126,0.5118,28.0896,43.4146,15.975,98.1138,2091.5315,230.1598,2644.7909,1.6098,8.7264,1.0447,1.2504,282.8162,240.794,72.9467,0.2596,52,441120
Half,120,Half 120,C,32.5255,0.6102,18.0414,35.2655,15.9896,53.3032,1130.3749,203.5773,1649.0092,1.556,7.2971,1.0457,1.2297,303.0845,246.4275,66.5577,0.3202,62,358320
Half,120,Half 120,C,43.3673,0.748,31.2925,30.1398,11.9009,57.9789,2318.2814,185.4424,2082.3327,1.3977,5.4429,1.0461,1.1914,307.0445,248.7739,78.415,0.2014,76,306240
Half,120,Half 120,C,42.106,0.6692,24.8299,31.6161,12.8364,62.9153,1565.1472,215.3851,1885.9174,1.4383,5.6688,1.0466,1.189,299.476,248.3654,76.237,0.2233,68,321240
Half,120,Half 120,C,55.1729,0.374,46.8963,28.5927,10.368,147.5242,4073.6905,264.6583,3105.8871,1.5305,6.919,1.053,1.216,270.3023,240.7089,83.3547,0.1839,38,290520
Half,120,Half 120,C,70.72,0.2953,68.9201,27.1282,8.993,239.52,6825.4921,211.2472,3674.1605,1.3234,8.0973,1.0231,1.2298,267.7027,241.505,87.2044,0.273,30,275640
Half,120,Half 120,C,55.839,0.3838,50.6236,30.376,10.9524,145.4769,4675.5228,211.0693,3302.8755,1.3814,8.6987,1.0337,1.2377,306.4152,242.0062,82.4873,0.1999,39,308640
Half,120,Half 120,C,28.0896,0.6988,8.22,24.5418,12.1444,40.1983,518.0919,171.6663,1096.1249,1.3486,3.9999,1.0354,1.1725,358.013,248.6662,72.4268,0.2589,71,249360
Half,120,Half 120,C,42.4461,0.9153,27.7069,46.5797,18.4364,46.3742,1895.3126,171.0474,2341.6525,1.4389,9.4504,1.0368,1.2485,271.4393,244.1074,66.1436,0.3262,93,473280
Half,120,Half 120,C,44.5295,0.6299,33.4467,36.4583,14.3363,70.695,2581.6423,198.2517,2826.752,1.4185,8.6533,1.0391,1.2356,271.6581,241.5743,74.2202,0.2442,64,370440
Half,120,Half 120,C,23.2285,0.5413,12.0465,17.4792,9.6667,42.912,712.2535,176.7848,1185.0204,1.3189,3.5708,1.0365,1.1553,369.1981,258.4999,76.1135,0.2196,55,177600
Half,120,Half 120,C,53.0329,0.4232,44.657,37.8638,13.8862,125.3135,3857.3213,218.5123,3375.5667,1.4925,10.3411,1.041,1.2572,264.0644,240.4864,77.178,0.2375,43,384720
Half,120,Half 120,C,58.6451,0.4429,55.0312,41.8556,14.4496,132.416,5250.9812,180.0616,3489.2134,1.4015,12.3993,1.0275,1.2762,260.4066,240.7713,77.477,0.2953,45,425280
Half,120,Half 120,C,8.3475,0.8858,0.9637,12.8496,11.4082,9.424,37.4669,119.2543,287.6514,1.2148,1.6791,1.0346,1.0806,373.2018,335.4475,52.5467,0.4517,90,130560
Half,120,Half 120,C,74.8583,0.1673,71.3435,23.1481,7.4863,447.4165,6917.2006,356.7129,3512.5772,1.576,6.5624,1.0458,1.2052,272.3201,240.374,89.6535,0.2653,17,235200
Half,120,Half 120,C,71.4994,0.2756,66.695,28.4746,9.2937,259.4571,6334.7387,246.0211,3507.3827,1.4128,7.7988,1.0302,1.2254,252.8947,240.1193,86.8285,0.2931,28,289320
Half,120,Half 120,C,76.7432,0.1673,76.1621,26.8211,8.5676,458.6824,7680.0423,302.9482,3850.5084,1.5173,8.1986,1.0317,1.2312,248.3318,240.0366,88.2918,0.3392,17,272520
Half,120,Half 120,C,6.0799,1.7322,0.2693,14.444,14.8095,3.51,8.442,81.0945,133.9691,1.1112,1.3354,1.0209,1.0521,369.6236,339.8587,27.5058,0.7108,176,146760
Half,120,Half 120,C,9.708,0.4134,4.1383,11.1371,9.1887,23.4857,283.8902,151.5562,984.9866,1.3027,3.7752,1.0339,1.1684,411.1674,269.2608,64.4526,0.3295,42,113160
Half,120,Half 120,C,45.4223,0.7185,22.038,46.8986,17.9912,63.2219,1529.9778,181.1129,1976.8898,1.5052,9.029,1.0415,1.2494,296.8944,246.8546,68.0031,0.3077,73,476520
Half,120,Half 120,C,55.3146,0.5118,45.0113,40.6746,14.672,108.0831,3756.7696,206.3967,3097.5448,1.4713,10.2254,1.04,1.2533,262.8229,241.4255,76.5053,0.2692,52,413280
Half,120,Half 120,C,32.5397,0.7185,8.4467,29.1241,13.4583,45.291,385.4057,233.092,1032.1658,1.4951,3.3946,1.0507,1.1527,301.1459,252.4769,71.8641,0.266,73,295920
Half,120,Half 120,C,45.9184,0.62,13.7613,29.4903,11.7018,74.0571,882.5396,236.3735,1429.9259,1.415,3.7954,1.0428,1.1503,283.2627,243.0734,79.4136,0.1916,63,299640
Half,120,Half 120,C,54.2659,0.4921,45.2806,36.4111,13.1371,110.2752,3887.0715,206.1213,3087.5997,1.4614,9.071,1.0412,1.2454,274.5981,242.5579,78.7281,0.2316,50,369960
Half,120,Half 120,C,62.826,0.6004,48.8379,31.3209,10.5672,104.6479,3910.544,195.5637,2655.0191,1.3737,5.9443,1.0376,1.1979,265.2013,240.9686,84.0289,0.2428,61,318240
Half,120,Half 120,C,89.4558,0.0295,89.2715,16.5226,5.283,3029.76,9051.9007,1371.3701,3846.2513,2.5414,5.1993,1.0824,1.18,249.4427,240.018,93.346,0.4549,3,167880
Half,120,Half 120,C,16.3265,1.0432,6.5193,25.5456,16.3971,15.6498,303.4275,132.5466,906.9347,1.3769,4.9507,1.0412,1.1872,385.2877,268.3045,51.6059,0.4682,106,259560
Half,120,Half 120,C,36.0828,0.5511,25.6378,31.8641,13.8416,65.4686,1901.1043,193.4962,1948.0646,1.4926,7.5441,1.0466,1.2286,324.1703,248.6308,72.5452,0.2599,56,323760
Half,120,Half 120,C,45.068,0.935,25.6094,34.9466,13.9204,48.2021,1692.9799,174.379,2287.2891,1.3557,5.824,1.0399,1.2011,279.9385,243.4072,75.2673,0.2337,95,355080
Half,120,Half 120,C,46.8679,0.4527,34.4955,29.0651,11.2241,103.5235,2624.4381,240.74,2292.1063,1.4713,6.4026,1.0448,1.2054,291.559,244.7555,80.3145,0.1825,46,295320
Half,120,Half 120,C,33.6451,0.9645,11.0261,34.4506,15.3776,34.8833,530.5229,194.0571,1374.0824,1.421,4.3405,1.0471,1.1748,295.9077,257.5044,68.2603,0.303,98,350040
Half,120,Half 120,C,33.4609,0.748,12.4575,28.9942,13.2449,44.7347,611.0144,208.1868,1068.7922,1.4774,3.6981,1.0532,1.1593,307.2744,259.8297,72.5116,0.2595,76,294600
Half,120,Half 120,C,49.5181,0.5708,15.6179,33.2223,12.6218,86.7476,933.3549,264.1289,1452.1985,1.5245,4.2126,1.0488,1.1739,276.5555,247.126,78.506,0.2013,58,337560
Half,120,Half 120,C,14.5408,1.5353,2.9337,22.3687,15,9.4708,81.12,112.9563,387.8733,1.1816,2.2208,1.0284,1.0991,339.3203,298.483,52.4854,0.458,156,227280
Half,120,Half 120,C,52.2817,0.5413,45.5499,29.3367,10.8525,96.5847,4042.1058,177.9862,2780.9819,1.3544,7.4312,1.0375,1.221,314.1474,245.6655,82.0548,0.1773,55,298080
Half,120,Half 120,C,6.4768,1.8798,0.3685,16.1447,15.9767,3.4454,9.4309,80.5111,133.6047,1.129,1.4035,1.0233,1.0584,354.0528,329.5793,24.8359,0.7394,191,164040
Half,120,Half 120,C,14.0023,0.8956,2.4943,18.0933,12.5238,15.6343,79.0105,152.7763,454.901,1.2869,2.0477,1.0397,1.1017,396.9979,339.529,60.0709,0.3795,91,183840
Half,120,Half 120,C,82.4121,0.0886,82.1003,17.1131,5.7647,930.4,8310.3911,507.6184,3867.4369,1.6252,5.5396,1.047,1.1881,276.1094,240.1714,92.4162,0.292,9,173880
Half,120,Half 120,C,31.987,0.935,10.9552,30.6949,14.0625,34.2114,502.1274,182.1556,1312.6003,1.3543,3.9587,1.0406,1.163,290.7722,256.2134,70.093,0.2838,95,311880
Half,120,Half 120,C,18.8776,1.2696,9.7222,24.8724,14.7808,14.8688,535.0746,110.8609,1020.6872,1.2297,4.7474,1.0304,1.176,319.0161,262.2447,59.497,0.3883,129,252720
Half,120,Half 120,C,11.6213,1.3779,0.7653,20.0539,15.0172,8.4343,35.8244,113.8016,287.4696,1.2364,1.9087,1.0362,1.0978,336.4465,287.7141,46.8902,0.5139,140,203760
Half,120,Half 120,C,39.4983,0.8267,28.5006,37.6512,15.5283,47.7771,2151.4556,155.106,2283.9333,1.3406,9.0222,1.0332,1.2439,285.6754,242.9131,70.47,0.2816,84,382560
Half,120,Half 120,C,36.8481,0.7677,11.8906,31.4862,13.6961,48,846.5262,183.7276,1432.138,1.3811,5.0726,1.0402,1.1881,327.2466,247.9836,73.1346,0.254,78,319920
Half,120,Half 120,C,36.0544,1.2401,8.9994,39.5762,17.2772,29.0743,370.2204,169.3357,1064.716,1.3676,4.1036,1.037,1.1706,268.157,243.2137,65.7036,0.3297,126,402120
Half,120,Half 120,C,21.9529,1.1613,2.9053,25.3449,14.2532,18.9031,104.5994,151.7112,438.4125,1.3114,2.1706,1.0412,1.1093,326.9394,269.3931,63.654,0.3468,118,257520
Half,120,Half 120,C,3.7132,0.9251,0.2693,8.0074,10.6667,4.0136,9.1017,81.6124,131.0663,1.0911,1.3077,1.0198,1.0476,466.4446,417.4054,32.8244,0.6497,94,81360
Half,120,Half 120,C,43.665,0.807,14.1015,38.0763,14.9375,54.1054,932.4194,184.9771,1578.229,1.3976,5.6151,1.0351,1.2025,292.6762,243.3615,72.8497,0.258,82,386880
Half,120,Half 120,C,67.191,0.2854,64.4983,31.5571,10.4855,235.4152,6292.1971,240.7488,3509.4909,1.4954,9.0581,1.0419,1.2423,291.4278,240.7623,84.7395,0.2809,29,320640
Half,120,Half 120,C,9.4246,1.7617,0.8929,18.7902,15.5962,5.3497,21.6173,92.0281,194.9808,1.1486,1.6068,1.0264,1.0735,327.1456,307.2351,39.0226,0.5939,179,190920
Half,120,Half 120,C,13.5771,1.181,4.6627,16.1565,11.2903,11.496,302.7968,98.3746,779.1542,1.1317,2.9614,1.0215,1.1282,398.1444,278.0932,63.4656,0.3441,120,164160
Half,120,Half 120,C,15.7171,1.8306,1.6156,26.4196,17.1343,8.5858,50.2805,111.4743,337.8106,1.2349,2.0924,1.0325,1.1045,325.7884,272.2641,48.2417,0.5026,186,268440
Half,120,Half 120,C,16.199,1.4271,2.7069,24.6126,15.6912,11.3512,98.5965,117.6614,455.486,1.249,2.6382,1.0333,1.1246,333.6579,264.8752,53.3246,0.4504,145,250080
Half,120,Half 120,C,13.1378,0.8956,2.3668,18.4358,13.0984,14.669,97.5798,143.6609,467.3684,1.3484,2.4626,1.0448,1.1229,294.299,266.3005,56.904,0.4116,91,187320
Half,120,Half 120,C,17.1344,1.4369,2.6361,25.711,15.9714,11.9244,90.1912,123.0604,416.3408,1.2703,2.4636,1.0374,1.118,314.3913,269.4512,53.7634,0.4463,146,261240
Half,120,Half 120,C,15.1927,1.5353,1.7007,22.971,15.2727,9.8954,70.0066,111.2166,370.4243,1.2051,2.1801,1.0298,1.107,331.9959,283.3674,52.9851,0.4533,156,233400
Half,120,Half 120,C,77.2676,0.1279,76.6865,24.7898,7.8919,603.9138,7733.3309,371.1738,3714.2639,1.6235,7.5,1.0467,1.2218,256.3634,240.169,89.2883,0.316,13,251880
Half,120,Half 120,C,62.7268,0.2067,61.0402,38.0882,12.7687,303.4971,6036.7214,279.7294,3754.6024,1.668,11.9231,1.0379,1.2736,263.5161,240.2263,80.671,0.2979,21,387000
Half,120,Half 120,C,62.5283,0.2854,53.9824,31.002,10.6466,219.0786,4752.4393,316.0913,3061.2118,1.6447,7.6462,1.0553,1.2222,296.0892,241.3814,83.9529,0.241,29,315000
Half,120,Half 120,C,74.0363,0.1181,69.7704,18.2469,6.2,626.88,6688.9086,495.6186,3477.8055,1.6149,5.2117,1.0526,1.1815,301.9349,251.8065,91.3955,0.2045,12,185400
Half,120,Half 120,C,68.835,0.2559,60.4025,32.8562,10.7429,269.0031,5404.9195,327.7794,3131.7042,1.7264,8.0198,1.06,1.2282,261.236,240.303,84.5172,0.3082,26,333840
Half,120,Half 120,C,76.4314,0.0591,76.2897,21.2113,7.0612,1294.32,7737.1552,740.7639,4032.8926,2.1132,6.935,1.0602,1.2133,249.4427,240.0105,90.3764,0.2662,6,215520
Half,120,Half 120,C,80.1162,0.0591,80.0028,26.7149,8.3444,1356.72,8117.3004,694.1932,3839.8129,2.2097,8.248,1.0451,1.2321,280,240.1061,88.8555,0.3928,6,271440
Half,120,Half 120,C,76.148,0.0984,75.8645,31.439,9.9796,773.712,7679.6438,463.8316,3949.0657,1.9526,9.7434,1.0424,1.2508,258.4396,240.0343,86.3484,0.3897,10,319440
Half,120,Half 120,C,82.3271,0.0295,82.0011,20.3019,6.6078,2788.32,8298.9714,1407.1824,3912.8679,2.9054,6.4953,1.0817,1.2055,240,240,91.298,0.342,3,206280
Half,120,Half 120,C,85.9977,0.0295,85.5584,7.3342,2.8782,2912.64,8649.0819,1390.3718,3819.0715,1.6828,2.7679,1.05,1.1117,329.7056,241.3305,96.3003,0.1474,3,74520
Half,120,Half 120,C,81.9019,0.0591,81.7744,23.5969,7.4641,1386.96,8295.8659,703.6536,3885.1491,2.1118,7.4112,1.0453,1.2196,244.7214,240.0098,90.1194,0.385,6,239760
Half,120,Half 120,C,74.8299,0.0984,74.4898,29.3604,9.3973,760.32,7534.2785,462.3957,3885.0386,1.8791,9.2184,1.0364,1.2443,344.1623,240.1973,87.0076,0.343,10,298320
Half,120,Half 120,C,80.4705,0.0295,80.2863,9.8852,3.6358,2725.44,8138.9596,1318.0819,3707.2056,1.9495,3.5576,1.0611,1.1396,1414.2136,848.827,95.1656,0.1435,3,100440
Half,120,Half 120,C,72.449,0.1378,68.75,26.4668,8.7622,525.8057,6633.52,437.3066,3501.9211,1.8617,7.4916,1.0588,1.2217,288.8478,240.3693,87.7445,0.2837,14,268920
Half,120,Half 120,C,90.9297,0.0295,90.9014,12.7197,4.1925,3079.68,9233.2813,1301.7668,3784.1392,2.0559,4.1667,1.0521,1.1562,304.2221,240.03,94.7397,0.3994,3,129240
Half,120,Half 120,C,88.648,0.0295,88.5346,18.365,5.8491,3002.4,8984.1862,1368.6319,3847.5672,2.7065,5.7804,1.088,1.1922,249.4427,240.0045,92.5659,0.4786,3,186600
Half,120,Half 120,C,83.4467,0.0787,81.5476,18.6248,5.9805,1059.84,8100.2905,611.8509,3681.2227,1.7736,5.5202,1.0516,1.1871,281.5174,240.2459,92.179,0.3264,8,189240
Half,120,Half 120,C,77.4235,0.0787,77.2534,22.4986,7.3243,983.34,7832.2048,542.6761,3878.2469,1.7745,7.1823,1.0353,1.2169,250.6231,240.0363,90.0787,0.292,8,228600
Half,120,Half 120,C,83.9144,0.0295,83.8861,27.4707,8.487,2842.08,8520.4815,1336.4931,3888.1858,3.487,8.4585,1.078,1.2339,240,240,88.963,0.5048,3,279120
Half,120,Half 120,C,85.6151,0.0394,79.2234,18.1878,5.7564,2174.76,7496.4882,1281.2181,3473.5833,2.5428,4.9967,1.0938,1.1771,291.2461,268.3433,92.5675,0.3634,4,184800
Half,120,Half 120,C,85.5867,0.0394,85.53,24.1638,7.5449,2174.04,8684.6452,1023.5704,3911.7287,2.625,7.4957,1.0581,1.2207,254.1641,240.0094,90.255,0.499,4,245520
Half,120,Half 120,C,86.4654,0.0492,86.3237,18.5539,5.9299,1757.088,8756.6721,822.1757,3774.429,2.0469,5.8268,1.0601,1.1933,245.6656,240.0139,92.3701,0.4029,5,188520
Half,120,Half 120,C,55.5697,0.2165,43.665,32.5964,11.7857,256.6473,3609.026,358.1426,3002.1961,1.7006,8.7741,1.0482,1.2374,292.2474,244.9929,81.0635,0.2153,22,331200
Half,120,Half 120,C,58.0499,0.0492,51.4739,20.172,7.6094,1179.648,4712.3255,984.8423,3386.8899,2.3739,6.8213,1.0532,1.206,663.6613,475.2316,88.1104,0.1419,5,204960
Half,120,Half 120,C,82.2846,0.0787,81.1508,20.1011,6.4641,1045.08,8132.9201,582.0747,3726.9044,1.7879,6.1498,1.0506,1.1989,243.541,240.0049,91.4829,0.3324,8,204240
Half,240,Half 240,D,6.2358,0.4232,0.737,7.157,7.4762,14.7349,27.5433,159.2077,216.0464,1.1025,1.2466,1.0209,1.0406,859.5181,788.8885,28.6364,0.6834,43,72720
Half,240,Half 240,D,17.1202,0.4724,1.5873,14.4558,9.4286,36.24,95.9364,256.4542,481.5953,1.2871,1.7545,1.0398,1.0852,673.1632,599.7432,45.3642,0.5185,48,146880
Half,240,Half 240,D,3.5147,0.374,0.2268,4.6296,6.25,9.3979,12.2632,128.9595,139.1557,1.0219,1.043,1.0074,1.0122,834.4376,811.678,19.3548,0.7778,38,47040
Half,240,Half 240,D,10.2608,0.4527,1.1905,9.6136,7.7778,22.6643,46.4937,186.6644,285.8963,1.1043,1.287,1.0231,1.0447,699.3301,675.8826,41.989,0.5463,46,97680
Half,240,Half 240,D,28.0612,0.5511,9.1837,22.8411,11.2667,50.9143,373.7018,275.7095,905.5415,1.369,2.9705,1.0405,1.1255,556.5537,500.0272,48.7879,0.4889,56,232080
Half,240,Half 240,D,13.9456,0.2854,3.4014,10.7946,7.5938,48.8607,162.5912,322.2195,818.6486,1.3757,2.0157,1.0465,1.0985,646.6522,542.1756,50.6098,0.4587,29,109680
Half,240,Half 240,D,38.7755,0.3149,20.1247,19.9358,8.6226,123.12,1208.7747,369.2904,1760.1573,1.4644,3.3956,1.0467,1.1447,516.2092,490.5777,66.5936,0.3072,32,202560
Half,240,Half 240,D,21.3152,0.4724,7.7098,16.6761,9.3846,45.12,337.5115,255.085,846.9565,1.2909,2.5067,1.0345,1.1121,566.2418,524.3654,51.3298,0.4586,48,169440
Half,240,Half 240,D,22.9025,0.4724,2.8345,16.7706,9.2195,48.48,124.2107,279.4005,528.0274,1.319,1.6993,1.0429,1.0788,537.5657,527.0833,53.2178,0.4394,48,170400
Half,240,Half 240,D,39.0023,0.3642,21.2018,21.6364,9.2264,107.1049,1305.0251,345.2304,2055.1015,1.4034,3.8247,1.0389,1.1543,519.6101,491.6495,64.4622,0.3296,37,219840
Half,240,Half 240,D,27.4943,0.4232,7.8231,18.6839,9.3333,64.9674,348.3909,318.1948,971.0122,1.347,2.5268,1.0392,1.1133,575.7967,506.5874,56.701,0.4054,43,189840
Half,240,Half 240,D,31.1791,0.3642,15.6463,17.5265,8.4255,85.6216,878.6199,331.541,1770.1631,1.3438,3.0006,1.0386,1.1291,554.5684,488.0524,64,0.3314,37,178080
Half,240,Half 240,D,58.39,0.1476,51.5306,23.904,8.4615,395.52,4646.8325,502.724,3249.3607,1.6349,6.5937,1.0436,1.2087,533.8409,481.2802,73.301,0.3262,15,242880
Half,240,Half 240,D,32.2562,0.246,21.0884,17.9044,8.5208,131.0976,1484.3895,402.6117,2179.4883,1.5162,4.3382,1.0456,1.1707,591.611,498.6286,64.0598,0.3312,25,181920
Half,240,Half 240,D,22.3923,0.4035,6.6327,18.1878,10.1,55.4927,381.8078,267.8706,1035.0443,1.3757,3.2532,1.0374,1.1461,571.7753,500.0371,48.8608,0.4853,41,184800
Half,240,Half 240,D,10.6576,0.4232,1.644,10.2041,8.1429,25.1833,62.1345,207.7818,353.6903,1.2314,1.5346,1.0337,1.0665,625.2909,616.6741,39.3617,0.5747,43,103680
Half,240,Half 240,D,25.7937,0.433,5.4989,17.739,9.2326,59.5636,264.7195,276.8838,782.4221,1.2988,2.2994,1.0364,1.1067,558.669,505.156,56.3736,0.4083,44,180240
Half,240,Half 240,D,21.4853,0.4232,6.4059,16.1092,9,50.7684,259.0176,283.6006,852.7687,1.3107,2.1889,1.0377,1.1017,625.5948,533.7805,53.6939,0.4339,43,163680
Half,240,Half 240,D,57.483,0.1476,39.966,21.8254,7.9063,389.376,3018.0469,528.3146,2442.6334,1.6689,4.8269,1.0506,1.1784,513.0319,480.7253,75.0493,0.2908,15,221760
Half,240,Half 240,D,49.3197,0.2165,26.5306,19.5578,7.8475,227.7818,1751.9537,449.926,2000.5457,1.5465,3.7622,1.0475,1.1533,570.5941,536.9815,73.3908,0.2403,22,198720
Half,240,Half 240,D,72.5057,0.0591,70.7483,19.9121,6.6528,1227.84,7015.7566,806.4334,3588.4524,2.0516,6.1902,1.0622,1.2005,489.4427,480.0443,81.2744,0.4145,6,202320
Half,240,Half 240,D,26.1338,0.2854,9.3537,16.4399,8.4884,91.5641,649.6555,335.1671,1352.8641,1.4456,3.1502,1.045,1.1384,513.9852,486.4017,60.4121,0.3663,29,167040
Half,240,Half 240,D,26.8141,0.4035,14.3991,17.8808,9.0455,66.4507,834.6398,266.9862,1386.3435,1.2938,3.6175,1.0358,1.1405,640.0541,526.3918,57.9281,0.3925,41,181680
