extent,grain,cat,scope,pland,pd,lpi,ed,lsi,areamn,areaam,gyratemn,gyrateam,shapemn,shapeam,fracmn,fracam,ennmn,ennam,pladj,nlsi,np,te
Half,240,Half 240,D,16.61,0.6594,4.0816,15.6132,9.9143,25.1893,132.4014,200.9388,559.1666,1.184,1.8409,1.0284,1.0789,619.2119,547.6877,40.785,0.5662,67,158640
Half,240,Half 240,D,14.6259,0.433,7.5397,11.0308,7.3939,33.7745,415.5237,193.8676,830.7323,1.1544,2.2565,1.0238,1.1007,689.5284,556.5824,52.7132,0.4369,44,112080
Half,240,Half 240,D,81.2925,0.0098,81.2925,13.1567,4.5789,8259.84,8259.84,3856.3875,3856.3875,4.5789,4.5789,1.1673,1.1673,N/A,N/A,87.8661,0.4072,1,133680
Half,240,Half 240,D,44.161,0.2953,15.9297,24.0693,9.9107,149.568,1180.4747,422.2191,1791.4447,1.5641,4.0499,1.0529,1.1615,496.9969,485.5274,64.3774,0.3322,30,244560
Half,240,Half 240,D,51.7007,0.246,41.0998,23.1245,8.8197,210.1248,3359.0274,369.4034,3004.9082,1.3765,6.1346,1.0326,1.1895,507.195,482.4849,70.5044,0.2762,25,234960
Half,240,Half 240,D,49.8866,0.1772,30.5556,20.9278,8.2333,281.6,2151.1244,528.0895,2506.2385,1.6897,4.4648,1.0571,1.1714,528.015,497.3114,71.9318,0.2553,18,212640
Half,240,Half 240,D,63.4921,0.0689,61.8481,21.5892,7.6716,921.6,6122.7154,741.7703,3706.9731,2.1591,7.0045,1.0679,1.2167,496.1875,480.1518,77.0536,0.3425,7,219360
Half,240,Half 240,D,10.2608,0.4232,3.6848,8.4325,7.1852,24.2456,168.6948,190.449,556.5197,1.132,1.6718,1.0212,1.0725,764.9679,627.5122,46.4088,0.4985,43,85680
Half,240,Half 240,D,4.6485,0.3248,0.737,4.9367,5.9474,14.3127,26.2712,151.5567,205.5979,1.0662,1.1301,1.0166,1.0289,1098.4496,1043.865,31.0976,0.6483,33,50160
Half,240,Half 240,D,15.9864,0.3937,7.5964,12.2118,8.0588,40.608,393.6409,228.1827,834.3346,1.2518,2.5129,1.033,1.11,630.3881,586.9002,51.4184,0.4528,40,124080
Half,240,Half 240,D,53.7982,0.0787,29.932,25.2268,9.4032,683.28,2050.5539,1038.7258,2244.7163,2.7242,5.3978,1.106,1.1902,494.1641,485.3731,69.2835,0.3154,8,256320
Half,240,Half 240,D,57.5964,0.1279,50.0567,25.0142,8.9375,450.1662,4453.183,527.0468,3119.0916,1.7983,6.9587,1.0507,1.2145,525.6394,484.3202,71.8504,0.3351,13,254160
Half,240,Half 240,D,14.966,0.3346,5.2154,10.7474,7.4545,44.7247,290.88,234.0956,817.9563,1.2525,2.4051,1.0291,1.1129,732.7025,583.1478,53.4091,0.4303,34,109200
Half,240,Half 240,D,43.6508,0.2854,28.7415,24.5181,9.9464,152.9379,2000.0216,364.0099,2060.8497,1.4755,5.3857,1.0457,1.1819,584.0464,491.0416,63.8312,0.3376,29,249120
Half,240,Half 240,D,40.3628,0.3346,15.5329,20.3373,8.6667,120.6212,1114.3335,368.1473,1801.3378,1.3989,3.4095,1.0408,1.1452,552.0125,492.0145,67.1348,0.3022,34,206640
Half,240,Half 240,D,49.8299,0.1575,32.4263,20.5263,8.0333,316.44,2430.5431,552.5713,2676.4937,1.6789,4.8479,1.051,1.1799,544.5669,482.2028,72.5825,0.2485,16,208560
Half,240,Half 240,D,61.5079,0.0689,58.22,20.5499,7.3485,892.8,5612.1671,745.4209,3509.2091,2.0188,6.571,1.0529,1.2088,543.1412,480.4074,77.6498,0.3045,7,208800
Half,240,Half 240,D,46.4853,0.1575,15.7596,22.7938,9.0172,295.2,1080.7305,662.128,1863.7582,1.9135,3.935,1.0598,1.1672,593.3995,484.9193,68.1098,0.2939,16,231600
Half,240,Half 240,D,82.483,0.0197,82.4263,13.6527,4.5974,4190.4,8369.2879,1972.0011,3821.4564,2.7857,4.569,1.0838,1.1676,480,480,87.8351,0.4432,2,138720
Half,240,Half 240,D,94.2177,0.0098,94.2177,5.9524,2.5366,9573.12,9573.12,3868.3809,3868.3809,2.5366,2.5366,1.1019,1.1019,N/A,N/A,93.7425,0.6117,1,60480
Half,240,Half 240,D,46.2018,0.0591,45.3515,22.7702,8.8448,782.4,4523.8475,753.5395,3629.396,2.3114,8.5618,1.0489,1.2419,560,480.589,68.5276,0.2894,6,231360
Half,240,Half 240,D,53.9116,0.1378,31.8594,26.4078,9.7097,391.2686,2694.5232,556.3898,3000.6377,1.8613,6.379,1.0487,1.2146,505.2366,481.1146,68.3491,0.3277,14,268320
Half,240,Half 240,D,34.9206,0.1968,21.3152,22.3923,9.98,177.408,1405.9075,479.1612,1812.7437,1.8498,5.0732,1.0707,1.1869,581.3959,492.101,59.4968,0.3799,20,227520
Half,240,Half 240,D,46.9388,0.3445,35.8277,18.3296,7.1034,136.2651,2801.6557,304.246,2256.8129,1.3122,3.4147,1.0364,1.1403,558.3545,487.6708,75.1208,0.2215,35,186240
Half,240,Half 240,D,44.9546,0.2657,30.1587,20.3373,8.2456,169.1733,2154.0584,379.541,2189.4441,1.4194,4.5187,1.0381,1.1664,534.5055,487.5284,70.3657,0.2701,27,206640
Half,240,Half 240,D,58.2766,0.1378,53.4014,18.6366,6.7231,422.9486,4985.1567,489.5423,3373.3815,1.5848,5.3372,1.0462,1.1869,528.4873,480.8938,78.7451,0.2495,14,189360
Half,240,Half 240,D,74.6032,0.0886,70.2381,15.3534,5.3699,842.24,6730.49,653.1057,3532.2701,1.6275,4.4991,1.0455,1.166,537.6607,480.3943,85.1064,0.3517,9,156000
Half,240,Half 240,D,57.0862,0.1378,52.551,20.4318,7.5156,414.3086,4927.6829,456.5881,3406.8785,1.5436,6.3515,1.035,1.2028,501.1897,480.2946,76.1172,0.2718,14,207600
Half,240,Half 240,D,29.4785,0.2657,9.0703,15.1644,7.5652,110.9333,660.2289,338.4728,1284.2211,1.3588,2.8648,1.0358,1.1331,605.6713,519.2852,66.5385,0.3038,27,154080
Half,240,Half 240,D,46.6553,0.2165,36.3946,24.8252,9.5862,215.4764,2933.7717,401.2359,2804.5085,1.654,6.0497,1.0478,1.2031,522.2234,483.0161,66.2211,0.3136,22,252240
Half,240,Half 240,D,47.6757,0.1575,41.61,22.0852,8.7414,302.76,3704.0635,454.5353,3219.2241,1.6019,6.6766,1.0442,1.2093,566.5905,484.5086,69.8573,0.2765,16,224400
Half,240,Half 240,D,23.1859,0.2067,12.2449,11.078,6.2927,112.1829,760.0524,341.4292,1241.0424,1.3896,2.5779,1.0454,1.1186,637.0658,521.8278,68.4597,0.2793,21,112560
Half,240,Half 240,D,57.5397,0.0787,52.9478,21.4475,7.9375,730.8,4980.0279,694.8489,3677.4463,1.9307,6.9525,1.0444,1.2151,487.082,480.0558,74.9754,0.2925,8,217920
Half,240,Half 240,D,64.6259,0.1083,62.5283,21.4711,7.3971,596.9455,6149.8813,501.1582,3600.4953,1.6164,6.7079,1.0333,1.2107,505.7529,480.3479,77.9386,0.3441,11,218160
Half,240,Half 240,D,6.8594,0.3838,0.907,7.0389,7,17.8708,43.3666,171.9326,293.5744,1.113,1.3478,1.0193,1.0456,705.6567,673.1953,36.3636,0.6,39,71520
Half,240,Half 240,D,78.1179,0.0591,75,14.5266,4.88,1322.88,7324.5966,839.3113,3547.5875,1.7149,4.4409,1.0475,1.1626,489.4427,480.0411,86.7199,0.3726,6,147600
Half,240,Half 240,D,74.7166,0.0787,70.0113,16.9832,5.8356,948.96,6679.8956,723.6513,3519.4614,1.8298,4.917,1.0641,1.1755,487.082,480.086,83.8392,0.3909,8,172560
Half,240,Half 240,D,80.102,0.0492,79.5351,15.9911,5.3553,1627.776,8024.1936,883.6993,3842.5614,1.848,5.21,1.05,1.1809,480,480,85.598,0.4662,5,162480
Half,240,Half 240,D,3.9683,0.3642,0.6803,5.1257,6.4706,10.8973,26.9897,146.1826,236.5562,1.0718,1.3012,1.0115,1.0393,874.2341,735.6838,21.4286,0.7561,37,52080
Half,240,Half 240,D,9.4671,0.1378,4.7052,6.4248,5.5,68.7086,297.8989,318.17,951.4187,1.3405,2.3676,1.0409,1.1157,859.0571,538.5031,57.1856,0.3799,14,65280
Half,240,Half 240,D,50.8503,0.1181,48.9796,27.518,10.3167,430.56,4794.5739,457.8325,3520.8225,1.8358,9.4624,1.0412,1.2493,605.2481,488.6285,65.4961,0.331,12,279600
Half,240,Half 240,D,60.8277,0.0984,59.8073,22.2506,8.0455,618.048,5975.1062,526.9459,3928.4836,1.7238,7.6271,1.0369,1.225,519.2259,480.9383,75.2563,0.3321,10,226080
Half,240,Half 240,D,33.8435,0.2854,15.6463,20.6916,9.5714,118.5766,840.1399,409.7812,1510.2042,1.572,3.6503,1.0545,1.148,557.5362,497.394,60.7203,0.3668,29,210240
Half,240,Half 240,D,47.5057,0.2559,22.449,20.3137,8.1552,185.6492,1253.0131,459.9256,1645.1132,1.5278,2.9189,1.0542,1.1293,496.3634,484.5987,71.778,0.2565,26,206400
Half,240,Half 240,D,58.5034,0.1673,49.6599,22.9592,8.2154,349.6659,4320.5693,463.7724,3128.9692,1.5912,5.9832,1.0446,1.1982,534.5109,482.4372,74.1279,0.3163,17,233280
Half,240,Half 240,D,66.5533,0.1772,52.4943,18.7311,6.4638,375.68,4292.2794,470.017,2761.5129,1.5349,3.8889,1.0462,1.1539,503.636,480.4589,81.0051,0.3155,18,190320
Half,240,Half 240,D,93.0839,0.0197,93.0272,6.8263,2.6829,4728.96,9446.407,1987.3818,3852.4891,1.8293,2.6575,1.0539,1.1077,480,480,93.3009,0.561,2,69360
Half,240,Half 240,D,16.5533,0.2559,7.9365,13.1803,8.4286,64.6892,496.3463,273.784,1150.0519,1.4346,3.7747,1.0389,1.1616,699.7007,511.9879,49.4863,0.4736,26,133920
Half,240,Half 240,D,38.4921,0.1772,34.127,19.0146,8.0377,217.28,3080.9553,358.3666,2725.1617,1.4774,6.1608,1.0385,1.2037,596.2776,491.0437,68.6303,0.2858,18,193200
Half,240,Half 240,D,47.9592,0.2657,31.4626,20.1483,8.1017,180.48,2336.6128,385.6201,2664.4352,1.456,4.3703,1.0423,1.17,554.595,485.2245,71.7494,0.2566,27,204720
Half,240,Half 240,D,49.263,0.1673,40.6463,17.8335,7.0678,294.4376,3477.8668,412.1298,2759.4445,1.4758,4.9829,1.0384,1.1801,617.5245,485.8687,76.0069,0.2132,17,181200
Half,240,Half 240,D,34.6939,0.3346,19.6145,23.2426,10.32,103.68,1193.28,370.4861,1964.4729,1.4949,4.6091,1.0472,1.1679,530.4461,507.255,57.8431,0.3969,34,236160
Half,240,Half 240,D,34.127,0.3248,13.6621,17.5265,8.12,105.0764,815.1452,343.7704,1278.7635,1.3637,2.8055,1.042,1.1245,582.9199,510.5821,66.2791,0.3085,33,178080
Half,240,Half 240,D,50.2268,0.246,21.1451,21.7073,8.4833,204.1344,1198.4441,529.7874,1709.0087,1.6325,3.0366,1.0601,1.135,540.612,487.1978,71.2754,0.2641,25,220560
Half,240,Half 240,D,12.9819,0.5807,3.2313,12.1173,8.7742,22.3566,121.1109,185.2297,491.9983,1.1353,1.7181,1.0225,1.0724,639.338,583.2034,40.6114,0.5644,59,123120
Half,240,Half 240,D,55.1587,0.2362,48.6961,16.4399,6.2063,233.52,4376.4693,329.5277,2800.5846,1.325,4.2112,1.0335,1.159,583.2505,485.3797,79.9075,0.2046,24,167040
Half,240,Half 240,D,4.2517,0.3543,0.3968,5.5981,6.6667,12,18.816,151.3023,192.2111,1.1144,1.246,1.0197,1.0384,833.4318,738.8858,20,0.7727,36,56880
Half,240,Half 240,D,12.8685,0.4921,3.5147,11.952,8.4839,26.1504,123.8019,207.9091,547.1415,1.1939,1.8181,1.0282,1.0765,683.755,604.4946,42.0705,0.5485,50,121440
Half,240,Half 240,D,85.4308,0.0295,85.3175,8.031,3.2308,2893.44,8657.3029,1379.2808,3892.8285,1.7265,3.1766,1.0424,1.127,480,480,91.639,0.3346,3,81600
Half,240,Half 240,D,33.1066,0.3937,9.5805,20.0066,9.1429,84.096,477.3699,340.9409,1202.5895,1.3737,2.6184,1.04,1.1213,552.4441,493.9463,61.6438,0.3566,40,203280
Half,240,Half 240,D,20.6916,0.3248,15.873,12.9913,7.3846,63.7091,1244.9648,220.9852,1682.1893,1.2119,4.218,1.0216,1.1614,627.1587,525.499,60.5479,0.3603,33,132000
Half,240,Half 240,D,11.5079,0.4823,1.4172,11.4324,8.7586,23.8629,69.4321,211.2381,428.9589,1.201,1.656,1.0295,1.0767,582.6406,518.1101,37.4384,0.5968,49,116160
Half,240,Half 240,D,43.3107,0.2264,37.3583,21.3766,8.5714,191.3322,3291.9757,314.6466,2834.4641,1.3926,6.4401,1.0277,1.2058,584.6862,483.5965,68.5864,0.288,23,217200
Half,240,Half 240,D,39.1156,0.2559,19.161,20.3373,8.717,152.8615,1474.1092,381.0241,2145.1622,1.4513,4.3753,1.0415,1.1717,558.6735,492.0559,66.5217,0.3082,26,206640
Half,240,Half 240,D,38.322,0.3248,12.1882,24.5418,10.6538,117.9927,702.4814,391.3775,1564.3095,1.5401,3.7509,1.0461,1.1619,544.6242,487.9075,59.0237,0.3862,33,249360
Half,240,Half 240,D,21.9955,0.5708,3.458,15.9675,9.15,38.5324,149.7897,235.0506,553.1683,1.2194,1.7201,1.0308,1.0748,572.4874,532.1495,52.8351,0.4429,58,162240
Half,240,Half 240,D,2.8912,0.2854,0.2834,3.6376,5.4667,10.1297,13.8918,135.6517,152.9633,1.0322,1.0719,1.0107,1.02,929.05,957.1005,19.6078,0.7701,29,36960
Half,240,Half 240,D,46.5986,0.2067,15.5329,23.0773,8.9483,225.4629,1107.7699,506.7988,1673.1939,1.6524,3.7752,1.0547,1.1584,522.424,483.1941,68.4307,0.2907,21,234480
Half,240,Half 240,D,71.6553,0.1181,69.7279,16.8415,5.7639,606.72,6895.0937,487.2503,3588.8232,1.5113,5.0681,1.0404,1.1797,494.1641,480.4931,83.5839,0.3389,12,171120
Half,240,Half 240,D,8.2766,0.6102,1.0204,9.6372,8.48,13.5639,29.6679,153.5436,218.3861,1.0953,1.2036,1.0202,1.0356,636.6285,604.7466,27.3973,0.7004,62,97920
Half,240,Half 240,D,12.7551,0.2756,4.932,7.8656,5.7333,46.2857,387.5072,207.609,904.3487,1.1377,2.2058,1.0171,1.0984,710.2612,547.7566,61.7778,0.3381,28,79920
Half,240,Half 240,D,14.7392,0.5807,2.1542,14.5503,9.7273,25.3831,89.9446,205.9734,454.8466,1.2175,1.8538,1.0292,1.0828,624.4425,560.4048,38.2692,0.5914,59,147840
Half,240,Half 240,D,16.7234,0.4921,5.4989,13.4873,8.4571,33.984,245.6103,217.2819,806.0135,1.1895,2.2059,1.0247,1.0983,663.5508,535.1502,49.8305,0.4703,50,137040
Half,240,Half 240,D,12.8118,0.374,2.4376,10.0624,7.3226,34.2568,118.5642,239.2472,538.1101,1.2384,1.6842,1.0312,1.0734,613.5604,566.0096,49.7788,0.4656,38,102240
Half,240,Half 240,D,17.8571,0.561,3.288,14.9282,9.3056,31.8316,141.4766,216.8932,558.4086,1.2062,1.8484,1.0284,1.0858,580.2688,513.3601,46.8254,0.5034,57,151680
Half,240,Half 240,D,14.6825,0.4232,2.7211,11.952,8.1515,34.694,125.6747,231.3099,513.3178,1.2391,1.7691,1.0335,1.0803,755.7463,678.1758,48.0695,0.4866,43,121440
Half,240,Half 240,D,81.4626,0.0394,81.1791,12.5189,4.3289,2069.28,8219.6643,1035.5726,3734.9658,1.8059,4.2125,1.0456,1.158,590.4972,480.8439,88.5525,0.3822,4,127200
Half,240,Half 240,D,68.3107,0.0394,67.2336,20.668,7,1735.2,6725.0366,1109.8485,3772.3935,2.4783,6.8198,1.0568,1.2113,592.2289,536.8408,79.668,0.371,4,210000
Half,240,Half 240,D,65.4195,0.1279,60.6576,17.9752,6.3676,511.3108,5722.8046,490.7708,3375.567,1.5107,5.1334,1.0377,1.1805,599.4856,484.5086,81.2392,0.2953,13,182640
Half,240,Half 240,D,76.3039,0.0492,72.449,10.086,3.7838,1550.592,6997.9378,1045.1038,3512.5391,1.6409,3.2354,1.0525,1.1295,627.4113,495.7145,89.5988,0.2435,5,102480
Half,240,Half 240,D,73.4127,0.0984,70.7483,18.9437,6.375,745.92,6930.1429,546.312,3536.7456,1.5374,5.7408,1.0291,1.1907,485.6656,480.0438,82.278,0.4074,10,192480
Half,240,Half 240,D,80.9524,0.0098,80.9524,10.0624,3.7895,8225.28,8225.28,4032.0974,4032.0974,3.7895,3.7895,1.1468,1.1468,N/A,N/A,89.916,0.3118,1,102240
Half,240,Half 240,D,83.8435,0.0098,83.8435,15.0935,5.039,8519.04,8519.04,3843.7686,3843.7686,5.039,5.039,1.1772,1.1772,N/A,N/A,86.883,0.539,1,153360
Half,240,Half 240,D,81.9161,0.0197,81.8594,15.7313,5.2987,4161.6,8311.688,2044.441,3966.2184,3.1711,5.3391,1.0919,1.1836,480,480,85.8824,0.5132,2,159840
Half,240,Half 240,D,85.2041,0.0098,85.2041,9.5899,3.6026,8657.28,8657.28,3942.241,3942.241,3.6026,3.6026,1.1409,1.1409,N/A,N/A,90.652,0.3845,1,97440
Half,240,Half 240,D,86.678,0.0197,86.2245,4.8186,2.2025,4403.52,8715.3622,2064.0008,3829.2403,1.6538,2.1359,1.058,1.083,536.6563,536.6563,94.31,0.2,2,48960
Half,240,Half 240,D,85.6576,0.0197,85.6009,11.3851,4.0513,4351.68,8691.8476,2002.269,3882.0467,2.5128,4.0236,1.0764,1.1527,480,480,89.5433,0.4648,2,115680
Half,240,Half 240,D,78.8549,0.0295,78.288,14.7156,5.0267,2670.72,7897.6557,1436.1949,3851.6106,2.4556,4.8417,1.0854,1.1741,480,480,86.4486,0.4,3,149520
Half,240,Half 240,D,82.4263,0.0197,82.3129,4.2517,2.026,4187.52,8352.0317,1914.0681,3703.2006,1.4935,1.9857,1.0433,1.0763,1200,1200,94.6355,0.126,2,43200
Half,240,Half 240,D,77.2676,0.0591,74.2063,12.4008,4.5135,1308.48,7245.9913,878.6064,3564.1982,1.7578,3.891,1.0582,1.1501,480,480,87.7476,0.3202,6,126000
Half,240,Half 240,D,93.6508,0.0098,93.6508,4.0627,1.9268,9515.52,9515.52,3779.5212,3779.5212,1.9268,1.9268,1.0724,1.0724,N/A,N/A,95.2179,0.3363,1,41280
Half,240,Half 240,D,92.517,0.0098,92.517,6.8736,2.7778,9400.32,9400.32,3866.1227,3866.1227,2.7778,2.7778,1.1116,1.1116,N/A,N/A,93.1066,0.5393,1,69840
Half,240,Half 240,D,85.6576,0.0295,85.4875,10.6293,3.7564,2901.12,8668.8534,1345.0172,3787.7549,1.8974,3.687,1.0512,1.1431,498.8854,480.075,90.3044,0.4199,3,108000
Half,240,Half 240,D,80.8957,0.0098,80.8957,12.8496,4.5132,8219.52,8219.52,3913.7945,3913.7945,4.5132,4.5132,1.166,1.166,N/A,N/A,87.9818,0.3915,1,130560
Half,240,Half 240,D,89.059,0.0098,89.059,11.456,3.9875,9048.96,9048.96,3878.8633,3878.8633,3.9875,3.9875,1.152,1.152,N/A,N/A,89.8472,0.6128,1,116400
Half,240,Half 240,D,88.7755,0.0197,82.1995,9.0703,3.2375,4510.08,7782.8267,2492.1658,3478.3434,2.4448,2.7076,1.1058,1.1113,480,480,91.7305,0.4475,2,92160
Half,240,Half 240,D,90.1361,0.0098,90.1361,10.1568,3.7,9158.4,9158.4,3896.5929,3896.5929,3.7,3.7,1.1431,1.1431,N/A,N/A,90.6918,0.6136,1,103200
Half,240,Half 240,D,88.7188,0.0295,87.1882,9.5427,3.475,3004.8,8708.5348,1465.8028,3696.3614,1.9152,3.2592,1.0648,1.1298,480,480,91.1182,0.4925,3,96960
Half,240,Half 240,D,59.6372,0.0689,58.39,20.1011,7.4769,865.6457,5809.5623,728.4489,3863.1799,1.9872,6.9567,1.0493,1.2164,522.3795,482.4841,76.9011,0.2918,7,204240
Half,240,Half 240,D,60.0907,0.0197,53.5714,13.0385,5.1061,3052.8,4924.5283,2368.7703,3397.8098,3.1283,4.5812,1.1076,1.1653,2470.9512,2470.9512,84.1038,0.19,2,132480
Half,240,Half 240,D,85.9977,0.0394,85.7143,10.7946,3.8718,2184.48,8680.4491,1056.77,3805.2534,1.7724,3.7478,1.0537,1.1447,480,480,90.0461,0.448,4,109680
Half,480,Half 480,E,3.1746,0.0787,0.907,1.9369,2.75,40.32,52.6629,255.4138,275.2316,1.0313,1.0714,1.0074,1.0132,1574.7727,1486.948,21.4286,0.7,8,19680
Half,480,Half 480,E,15.4195,0.2362,2.0408,8.1727,5.6471,65.28,115.8776,343.6307,475.5953,1.1465,1.3373,1.0208,1.0445,1141.2193,1043.0765,29.4118,0.6639,24,83040
Half,480,Half 480,E,0.6803,0.0295,0.2268,0.5197,1.5,23.04,23.04,240,240,1,1,1,1,4882.9255,4882.9255,0,1,3,5280
Half,480,Half 480,E,6.3492,0.1772,1.1338,4.3462,4.4545,35.84,52.6629,277.9042,339.7551,1.0519,1.131,1.0105,1.0239,1423.6469,1385.371,12.5,0.8444,18,44160
Half,480,Half 480,E,26.9841,0.2264,10.4308,12.5661,6.4545,119.207,516.7543,431.4811,1076.8767,1.2494,2.1026,1.0273,1.09,992.0688,988.1166,40.3361,0.5556,23,127680
Half,480,Half 480,E,13.3787,0.187,3.6281,6.8027,5,71.5453,172.2142,380.8034,757.1667,1.1528,1.4609,1.0226,1.051,1082.413,1025.5454,32.2034,0.6275,19,69120
Half,480,Half 480,E,38.7755,0.1673,23.5828,11.7158,5.1852,231.7553,1560.3874,512.5772,1867.3222,1.2732,2.4468,1.028,1.1029,1047.7143,999.6712,59.0643,0.3587,17,119040
Half,480,Half 480,E,19.9546,0.2165,7.9365,9.401,5.5789,92.16,386.9673,352.5742,801.3153,1.1468,1.8127,1.0191,1.0692,1026.5634,995.9555,39.7727,0.5541,22,95520
Half,480,Half 480,E,19.7279,0.1968,2.9478,9.212,5.6842,100.224,161.8097,440.107,600.5868,1.2358,1.4083,1.0332,1.0532,1188.7496,1128.1722,37.931,0.5742,20,93600
Half,480,Half 480,E,41.0431,0.1673,25.8503,14.9754,6.4444,245.3082,1782.4813,573.215,2439.3571,1.3967,3.2311,1.0351,1.134,996.7218,963.449,51.9337,0.4388,17,152160
Half,480,Half 480,E,26.9841,0.1772,13.1519,11.7158,6.1364,152.32,749.0904,512.1937,1493.1502,1.3351,2.4365,1.0376,1.1045,992.9618,982.0725,43.2773,0.5231,18,119040
Half,480,Half 480,E,29.4785,0.1378,16.5533,11.1017,5.6522,213.9429,1033.2554,586.2619,1933.2033,1.3435,2.5864,1.036,1.11,1197.7706,1000.8354,50,0.4515,14,112800
Half,480,Half 480,E,63.7188,0.0295,61.678,13.4637,4.8824,2158.08,6071.491,1494.5604,3493.3729,2.3535,4.6174,1.0737,1.1689,1092.5483,971.3209,70.4626,0.4024,3,136800
Half,480,Half 480,E,31.9728,0.1476,21.9955,11.5268,5.5833,216.576,1581.263,563.5871,2160.831,1.3206,2.936,1.0317,1.1222,1140.3012,984.7449,52.4823,0.4264,15,117120
Half,480,Half 480,E,21.3152,0.1476,6.8027,9.1648,5.4,144.384,436.2894,486.3538,1106.1643,1.3146,2.1303,1.0308,1.0926,1220.5445,1176.244,42.5532,0.5238,15,93120
Half,480,Half 480,E,8.1633,0.187,1.3605,4.8658,4.75,43.6547,62.72,275.2626,330.9619,1.0605,1.15,1.0114,1.0228,1480.6019,1347.3728,20.8333,0.75,19,49440
Half,480,Half 480,E,25.1701,0.1476,12.2449,9.8262,5.1364,170.496,703.8616,517.9886,1264.2694,1.323,2.0763,1.035,1.0909,1262.1679,1125.6107,49.0991,0.455,15,99840
Half,480,Half 480,E,18.8209,0.2165,5.6689,9.3537,5.3158,86.9236,246.7778,378.1722,752.8828,1.1341,1.488,1.0222,1.053,1139.0548,1034.4422,39.1566,0.5578,22,95040
Half,480,Half 480,E,62.8118,0.0591,54.6485,12.8968,4.6765,1063.68,4883.8978,959.6813,3073.3991,1.6392,3.6478,1.0483,1.1448,960,960,71.2996,0.372,6,131040
Half,480,Half 480,E,53.288,0.0886,30.6122,10.6765,4.4516,601.6,2144.2887,875.2055,2128.8061,1.5064,2.2216,1.0486,1.0975,960,960,70.6383,0.253,9,108480
Half,480,Half 480,E,80.0454,0.0394,79.1383,8.3617,3.2105,2033.28,7950.2359,1101.7401,3647.9015,1.5066,3.0034,1.0331,1.1222,960,960,82.7195,0.4667,4,84960
Half,480,Half 480,E,27.6644,0.1181,10.4308,9.7317,4.8696,234.24,803.3784,605.2228,1473.7725,1.3879,2.1809,1.0409,1.0977,988.3282,969.2879,54.0984,0.4027,12,98880
Half,480,Half 480,E,27.6644,0.1772,15.6463,10.393,5.2609,156.16,982.0328,452.2907,1590.7161,1.2241,2.4128,1.0229,1.1011,1065.1806,981.3105,50.4098,0.4434,18,105600
Half,480,Half 480,E,13.1519,0.1968,5.2154,6.661,4.75,66.816,247.0841,338.796,805.9358,1.095,1.4638,1.0161,1.0512,1217.7343,1104.7828,34.4828,0.6,20,67680
Half,480,Half 480,E,13.8322,0.1083,9.0703,5.1493,3.6875,127.7673,637.1882,385.9526,1029.5091,1.1503,1.8222,1.0184,1.0751,1436.0061,1079.25,51.6393,0.4057,11,52320
Half,480,Half 480,E,87.9819,0.0098,87.9819,6.8972,2.775,8939.52,8939.52,3858.6813,3858.6813,2.775,2.775,1.1132,1.1132,N/A,N/A,85.6959,0.6574,1,70080
Half,480,Half 480,E,48.0726,0.1378,19.7279,15.3534,6.2,348.8914,1668.2264,631.1991,2060.7815,1.4621,3.2043,1.0349,1.1361,1023.1412,964.7042,56.1321,0.3959,14,156000
Half,480,Half 480,E,53.0612,0.0886,49.2063,13.6054,5.4194,599.04,4642.0677,685.5001,3602.2154,1.463,4.5033,1.0298,1.167,985.1806,960.9685,64.1026,0.3224,9,138240
Half,480,Half 480,E,55.102,0.0787,47.8458,12.7079,5.125,699.84,4256.1422,839.2427,3508.6397,1.5208,3.9189,1.0406,1.1531,960,960,66.2551,0.3251,8,129120
Half,480,Half 480,E,72.7891,0.0197,72.1088,11.9048,4.3889,3697.92,7258.892,2113.5859,3790.31,2.75,4.222,1.1077,1.1598,960,960,75.3894,0.4959,2,120960
Half,480,Half 480,E,7.9365,0.0886,3.8549,3.0234,3.1667,89.6,244.224,374.2234,651.4508,1.1173,1.2413,1.0197,1.038,1557.3756,1502.1943,45.7143,0.4483,9,30720
Half,480,Half 480,E,2.0408,0.0591,0.6803,1.181,2.5,34.56,43.52,253.3333,266.6667,1,1,1.0051,1.0091,2113.7764,1889.1843,16.6667,0.75,6,12000
Half,480,Half 480,E,14.059,0.1279,8.1633,6.1886,4.4375,109.8831,510.5961,376.2591,928.2144,1.2077,2.0269,1.0239,1.0817,1566.6869,1804.9495,42.7419,0.5093,13,62880
Half,480,Half 480,E,60.5442,0.0197,55.3288,14.0306,5.303,3075.84,5183.1371,2382.9768,3523.4127,3.2156,4.7184,1.1163,1.1721,1073.3126,1073.3126,67.2285,0.3978,2,142560
Half,480,Half 480,E,66.4399,0.0394,63.7188,13.322,4.7143,1687.68,6217.1042,1195.8303,3576.3386,1.8824,4.3849,1.0458,1.1631,988.3282,960.3867,71.843,0.429,4,135360
Half,480,Half 480,E,14.5125,0.0886,5.2154,5.6217,4.3125,163.84,380.88,509.5565,895.5139,1.36,1.8767,1.0387,1.0837,1839.215,1676.1396,46.0938,0.4732,9,57120
Half,480,Half 480,E,48.0726,0.0886,41.9501,14.0306,5.6333,542.72,3759.8672,734.5871,3208.2618,1.5811,4.4063,1.0374,1.168,1151.7462,1066.487,60.1415,0.3528,9,142560
